조사연도,시도,지역,기관명,기관유형대분류,기관유형소분류,우편번호,기관주소1,기관주소2,기관대표 전화번호
2023,전북,전주시  ,티쳐스스쿨원격평생교육원,원격형태,,548-71,전라북도 전주시 덕진구 만성북로 51-5,,1670-2576
2023,전북,전주시  ,비전원격평생교육원,원격형태,,548-58,전라북도 전주시 완산구 거마평로 165(효자동1가),,1577-7091
2023,전북,전주시  ,다온장애인평생교육원,시민사회단체부설,,550-56,전라북도 전주시 완산구 맏내4길 6-23 (평화동1가),,063-229-1988
2023,전북,전주시  ,다올필라테스서신점 평생교육원,언론기관부설,,551-34,전라북도 전주시 완산구 서신로 107,,063-251-0533
2023,전북,전주시  ,다올필라테스평화점 평생교육원,언론기관부설,,549-44,전라북도 전주시 완산구 모악로 4665,,063-223-8711
2023,전북,전주시  ,다올필라테스효자점 평생교육원,언론기관부설,,551-35,전라북도 전주시 완산구 호암로 77,,063-237-0533
2023,전북,전주시  ,미라클평생교육원,원격형태,,550-62,전라북도 전주시 완산구 중인1길 189(중인동),,063-223-0111
2023,전북,전주시  ,전북여성장애인연대부설등불장애인평생교육원,시민사회단체부설,,549-69,전라북도 전주시 완산구 홍산1길 10,3층,063-236-8533
2023,전북,전주시  ,핵심원격평생교육원,원격형태,,549-69,전라북도 전주시 완산구 용머리로 73,,1522-4947
2023,전북,전주시  ,(kk)건국사이버평생교육원,원격형태,,550-54,전라북도 전주시 덕진구 솔내로 170-1(송천동2가),3층,1522-5446
2023,전북,전주시  ,피플넷평생교육원,원격형태,,548-22,전라북도 전주시 완산구 중인1길 189,1층,1661-5810
2023,전북,전주시  ,스마트에듀테크,언론기관부설,,551-44,전라북도 전주시 완산구 거마평로 165(효자동1가),,063-907-1019
2023,전북,전주시  ,전국민안전평생교육원,언론기관부설,,550-56,전라북도 전주시 완산구 바우배기2길 18-1,401호(4층),063-226-2988
2023,전북,전주시  ,이지스터디원격평생교육원,원격형태,,548-58,전라북도 전주시 완산구 거마평로 165 201호,,063-236-7084
2023,전북,전주시  ,아인필라테스평생교육원,언론기관부설,,550-56,전라북도 전주시 완산구 홍산중앙로 14 6층 602호,602호,
2023,전북,군산시  ,롯데마트문화센터군산점,사업장부설,유통업체 문화센터,540-80,전라북도 군산시 수송로185,,063-441-2590
2023,전북,군산시  ,이마트군산점컬처클럽,사업장부설,유통업체 문화센터,540-91,전라북도 군산시 구암3.1로 137,,063-472-1250
2023,전북,군산시  ,군산여성인력개발센터,시민사회단체부설,,540-32,전라북도 군산시 백토로 119,대주빌딩 2층,063-468-0055
2023,전북,군산시  ,군산화교소학교부설중국어평생교육원,초.중등 학교부설,초중등학교,541-36,전라북도 군산시 월명로 467,,063-462-2807
2023,전북,군산시  ,군장대학교 부설 군장원격교육원,원격형태,,540-24,전라북도 군산시 성산면 군장대길 13,,063-450-8370
2023,전북,군산시  ,군산YMCA평생교육원,시민사회단체부설,,540-45,전라북도 군산시 대학로 65,2층,063-446-4122
2023,전북,군산시  ,사단법인 한누리 부설 능력개발센터,시민사회단체부설,,540-25,전라북도 군산시 중정1길 3,,063-443-1005
2023,전북,군산시  ,군산YWCA평생교육원,시민사회단체부설,,540-25,전라북도 군산시 대학로 16,조은빌딩 5층,063-462-4491
2023,전북,군산시  ,(사)전북새만금산학융합원 인력개발센터,지식·인력개발형태,,540-21,전라북도 군산시 산단남북로 189,,063-472-2803
2023,전북,군산시  ,산돌발달장애인평생교육센터,시민사회단체부설,,540-01,전라북도 군산시 월명안길 1,,063-446-4460
2023,전북,군산시  ,롯데몰 군산점 문화센터,사업장부설,유통업체 문화센터,540-23,전라북도 군산시 조촌로130 3층,,063-447-0101
2023,전북,군산시  ,하랑직업능력평생교육원,언론기관부설,,540-72,전라북도 군산시 조촌2길 96 1 2층,하랑직업능력평생교육원,
2023,전북,군산시  ,주식회사에스넷,원격형태,,540-76,전라북도 군산시 해망로 246,7층,1644-6541
2023,전북,군산시  ,스마트캠퍼스 원격평생교육원,원격형태,,540-21,전라북도 군산시 조촌로 44,401호,02-6212-4408
2023,전북,익산시  ,롯데마트익산점문화센터,사업장부설,유통업체 문화센터,545-96,전라북도 익산시 무왕로 1053,,063-830-2590
2023,전북,익산시  ,홈플러스문화센터익산점,사업장부설,유통업체 문화센터,545-45,전라북도 익산시 무왕로 1035,4층 문화센터,063-540-8314
2023,전북,익산시  ,하람평생교육원,언론기관부설,,545-45,전라북도 익산시 익산대로 26길 18,3층,063-858-0798
2023,전북,익산시  ,원광보건대학 원격평생교육원,원격형태,,545-92,전라북도 익산시 익산대로 501,,063-840-1534
2023,전북,익산시  ,성심에듀원격평생교육원,원격형태,,545-36,전라북도 익산시 익산대로 181-1,,063-851-0471
2023,전북,익산시  ,예랑평생교육원,지식·인력개발형태,,546-56,전라북도 익산시 보석로3길 12,1층2호,063-832-1364
2023,전북,익산시  ,하람원격평생교육원,원격형태,,546-28,전라북도 익산시 익산대로 26길 18,2층,063-858-0798
2023,전북,남원시  ,엔에듀평생교육원,원격형태,,557-02,전라북도 남원시 광한북로 46,,
2023,전북,김제시  ,홈플러스 문화센터 김제점,사업장부설,유통업체 문화센터,543-99,전라북도 김제시 금성로 114,홈플러스 김제점 3층 문화센터,063-540-8005
2023,전북,완주군  ,한일장신대학교 부설 한일원격평생교육원,원격형태,,553-52,전라북도 완주군 상관면 왜목로 726-15,,063-230-5532
2023,전북,완주군  ,우석대학교 사이버평생교육원,원격형태,,553-59,전라북도 완주군 삼례읍 삼례로 443,우석대학교 사이버평생교육원,070-8633-8590
2023,전북,완주군  ,LS기술교육아카데미평생교육원,사업장부설,산업체부설,553-38,전라북도 완주군 봉동읍 봉동로 396,,063-714-3511
2023,전북,완주군  ,완주군평생교육아카데미,시민사회단체부설,,553-10,전라북도 완주군 구이면 덕천구암길 65,완주군평생교육아카데미,063-229-2019
2023,전북,진안군  ,온생명평생교육원,지식·인력개발형태,,554-22,전라북도 진안군 부귀면 운장로 28-9,온생명평생교육원,063-433-1933
2023,전북,장수군  ,한국농업연수원평생교육시설,시민사회단체부설,,556-30,전라북도 장수군 장수읍 발방골길 72,,063-352-3052
2023,전북,임실군  ,운암평생교육원,시민사회단체부설,,559-25,전라북도 임실군 운암면 강운로 991-99,,063-643-7657
2023,전북,임실군  ,한국목구조기술인협회평생교육원,언론기관부설,,559-06,전라북도 임실군 성수면 춘향로 2530,,063-642-3900
2023,전북,임실군  ,예원예술대학교부설원격평생교육원,원격형태,,559-19,전라북도 임실군 신평면 창인로 117,,063-640-7124
2023,전북,정읍시  ,우리누리문화생활관,지식·인력개발형태,,561-25,전라북도 정읍시 산내면 청정로 1694,,063-538-1357
2023,전북,정읍시  ,어지니문화평생교육원,언론기관부설,,561-25,전라북도 정읍시 감곡면 반룡1길 41-8,어지니문화평생교육원,063-908-0580
2023,전남,목포시  ,목포여성인력개발센터,시민사회단체부설,,586-95,전라남도 목포시 통일대로37번길 34-1,,061-283-7535
2023,전남,목포시  ,홈플러스문화센터목포점,사업장부설,유통업체 문화센터,586-72,전라남도 목포시 영산로 313,2층 문화센터,061-241-8005
2023,전남,목포시  ,사단법인청소년문화공동체부설평생교육원,시민사회단체부설,,586-51,전라남도 목포시 하당로 88,(상동 948-8) 사)청소년문화공동체,061-284-3918
2023,전남,목포시  ,전남건강복지평생교육원,언론기관부설,,586-61,전라남도 목포시 비파로 107,2층,061-274-9988
2023,전남,목포시  ,롯데마트맥스문화센터목포점,사업장부설,유통업체 문화센터,586-61,전라남도 목포시 원형서로 15,롯데마트맥스 3층,061-280-2590
2023,전남,목포시  ,사단법인 건강나눔 평생교육원,시민사회단체부설,,587-48,전라남도 목포시 삼일로13번길 21,,061-272-7727
2023,전남,여수시  ,롯데마트문화센터여수점,사업장부설,유통업체 문화센터,597-42,전라남도 여수시 국포 1로36,롯데마트 5층,061-640-2590
2023,전남,여수시  ,여수YWCA여성인력개발센터,시민사회단체부설,,597-61,전라남도 여수시 시청로34,이레타운 4층 여수여성인력개발센터,061-641-0050
2023,전남,여수시  ,풀잎평생교육원,시민사회단체부설,,596-77,전라남도 여수시 신기남2길 28,,061-683-5574
2023,전남,여수시  ,여수시민학당,시민사회단체부설,,596-05,전라남도 여수시 신기북3길 38,2층,061-651-2605
2023,전남,여수시  ,컬쳐클럽여수점,사업장부설,유통업체 문화센터,596-81,전라남도 여수시 좌수영로277,이마트 여수점 2층 컬처클럽,061-650-1250
2023,전남,여수시  ,에듀라이프평생교육원,언론기관부설,,597-14,전라남도 여수시 소라면 죽림중앙로7-8,2층,061-683-6677
2023,전남,여수시  ,꿈두드림평생교육원,원격형태,,596-55,전라남도 여수시 죽림로 5,,061-686-4341
2023,전남,여수시  ,전남인력개발센터,언론기관부설,,596-74,전라남도 여수시 시청서3길 25-5 2층,2층,061-692-3539
2023,전남,순천시  ,뉴코아순천점문화센터,사업장부설,유통업체 문화센터,579-78,전라남도 순천시 비봉2길 22(조례동),,061-720-5700
2023,전남,순천시  ,한국전통문화체험장,사업장부설,산업체부설,579-18,전라남도 순천시 낙안면 운동길 13,,061-754-3104
2023,전남,순천시  ,홈플러스문화센터순천점,사업장부설,유통업체 문화센터,579-46,전라남도 순천시 신월큰길 10,,061-729-8003
2023,전남,순천시  ,순천정보과학야학,시민사회단체부설,,579-45,전라남도 순천시 신월큰길 54,211호,061-725-2988
2023,전남,순천시  ,홈플러스문화센터순천풍덕점,사업장부설,유통업체 문화센터,579-45,전라남도 순천시 팔마로 222(풍덕동,,061-740-2007
2023,전남,순천시  ,순천YWCA여성인력개발센터,시민사회단체부설,,579-93,전라남도 순천시 서문로 6(저전동),,061-744-9704
2023,전남,순천시  ,순천농협문화센터,사업장부설,유통업체 문화센터,579-57,전라남도 순천시 백연길 111,6층 순천농협문화센터,061-720-8213
2023,전남,순천시  ,덕성평생교육원,언론기관부설,,579-71,전라남도 순천시 순천만정원로 86,지플레이스 504호,061-722-2522
2023,전남,순천시  ,이마트컬처클럽순천점,사업장부설,유통업체 문화센터,579-95,전라남도 순천시 팔마로 191(덕암동),2층 컬처클럽 순천점,061-749-1250
2023,전남,순천시  ,청산평생교육원,언론기관부설,,579-64,전라남도 순천시 중앙3길 4(저전동),,061-751-2491
2023,전남,순천시  ,동부심리상담교육원,언론기관부설,,579-56,전라남도 순천시 대석1길 4-5(연향동),,061-724-1132
2023,전남,순천시  ,원패스평생교육원,원격형태,,579-86,전라남도 순천시 기적의도서관길 25,3층,061-721-2484
2023,전남,순천시  ,농촌인력교육개발원,시민사회단체부설,,579-82,전라남도 순천시 승주읍 내상로 353,,061-752-3727
2023,전남,순천시  ,협동창업평생교육원,언론기관부설,,579-07,전라남도 순천시 호남길 81,,061-723-1363
2023,전남,순천시  ,몸이야필라테스왕지점평생교육원,언론기관부설,,579-41,전라남도 순천시 왕지로 2,5층,
2023,전남,순천시  ,순천대학교 미래융합대학 부설 평생교육원,원격형태,,579-22,전라남도 순천시 중앙로 255,순천대학교 미래융합대학 부설 평생교육원,061-750-5076
2023,전남,나주시  ,고구려대학부설원격평생교육원,원격형태,,582-63,전라남도 나주시 백호로 125,,061-330-7307
2023,전남,나주시  ,봄봄평생교육원,언론기관부설,,583-25,전라남도 나주시 문화로 244,401호 404호,
2023,전남,나주시  ,건강한호남평생교육원,언론기관부설,,583-25,전라남도 나주시 빛가람로 685,,061-930-1410
2023,전남,나주시  ,빛가람창의방송평생교육원,언론기관부설,,582-17,전라남도 나주시 빛가람로 746,207호,1533-3116
2023,전남,나주시  ,재난복지평생교육원,언론기관부설,,583-25,전라남도 나주시 예향로 3826,4층,061-337-0841
2023,전남,나주시  ,몸이야필라테스나주점평생교육원,언론기관부설,,582-70,전라남도 나주시 문화로 204,502_503호,
2023,전남,나주시  ,이앤티평생교육원,지식·인력개발형태,,583-25,전라남도 나주시 상야1길 7,223호,061-334-0280
2023,전남,광양시  ,동광양농협문화센터,사업장부설,유통업체 문화센터,577-34,전라남도 광양시 공영로 25,4층,061-791-0709
2023,전남,광양시  ,홈플러스문화센터광양점,사업장부설,유통업체 문화센터,577-89,전라남도 광양시 항만11로 70,1층 문화센터,061-760-8003
